KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001141001,T001141002,T001141003,T001141004,T001141005,T001141006,T001141007,T001141008,T001141009,T001141010,T001141011,T001141012,T001141013,T001141014,T001141015,T001141016,T001141017,T001141018,T001141019,T001141020,T001141021,T001141022,T001141023,T001141024,T001141025,T001141026,T001141027,T001141028,T001141029,T001141030,T001141031,T001141032,T001141033,T001141034,T001141035,T001141036,T001141037,T001141038,T001141039,T001141040,T001141041,T001141042,T001141043,T001141044,T001141045,T001141046,T001141047,T001141048,T001141049,T001141050
,,,,　人口（総数）,　人口（総数）　男,　人口（総数）　女,　０～１４歳人口　総数,　０～１４歳人口　男,　０～１４歳人口　女,　１５歳以上人口　総数,　１５歳以上人口　男,　１５歳以上人口　女,　１５～６４歳人口　総数,　１５～６４歳人口　男,　１５～６４歳人口　女,　１８歳以上人口　総数,　１８歳以上人口　男,　１８歳以上人口　女,　２０歳以上人口　総数,　２０歳以上人口　男,　２０歳以上人口　女,　６５歳以上人口　総数,　６５歳以上人口　男,　６５歳以上人口　女,　７５歳以上人口　総数,　７５歳以上人口　男,　７５歳以上人口　女,　８５歳以上人口　総数,　８５歳以上人口　男,　８５歳以上人口　女,　９５歳以上人口　総数,　９５歳以上人口　男,　９５歳以上人口　女,　外国人人口　総数,　外国人人口　男,　外国人人口　女,　世帯総数,　一般世帯数,　１人世帯数　一般世帯数,　２人世帯数　一般世帯数,　３人世帯数　一般世帯数,　４人世帯数　一般世帯数,　５人世帯数　一般世帯数,　６人世帯数　一般世帯数,　７人以上世帯数　一般世帯数,　親族のみの世帯数　一般世帯数,　核家族世帯数　一般世帯数,　核家族以外の世帯数　一般世帯数,　６歳未満世帯員のいる世帯数　一般世帯数,　６５歳以上世帯員のいる世帯数　一般世帯数,　世帯主の年齢が２０～２９歳の１人世帯数　一般世帯数,　高齢単身世帯数　一般世帯数,　高齢夫婦世帯数　一般世帯数
463100002,2,463100213,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100004,2,463100213,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100011,2,463100213,,4,0,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100021,2,463100122,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100022,2,463100122,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100024,2,463100122,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100031,1,,463100032,4,3,1,1,1,0,9,5,4,5,4,1,9,5,4,9,5,4,4,1,3,4,1,3,1,0,1,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,4,4,0,0,3,0,1,0
463100032,2,463100031,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100122,1,,463100021;463100022;463100024;463100132,3,2,1,0,0,0,12,7,5,5,4,1,12,7,5,12,7,5,7,3,4,5,2,3,3,2,1,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,5,5,0,0,4,0,0,1
463100132,2,463100122,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100142,2,463100144,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100144,1,,463100142,17,8,9,0,0,0,20,9,11,5,3,2,20,9,11,20,9,11,15,6,9,13,5,8,7,3,4,0,0,0,0,0,0,8,8,1,5,3,0,0,0,0,8,7,1,0,8,0,0,4
463100202,2,463100213,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100211,2,463100213,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100213,1,,463100002;463100004;463100011;463100202;463100211,52,27,25,4,3,1,61,29,32,29,14,15,61,29,32,60,28,32,32,15,17,24,12,12,9,5,4,1,1,0,0,0,0,25,25,11,15,5,1,1,0,0,22,21,1,1,21,0,7,11
463100232,0,,,19,9,10,5,2,3,14,7,7,5,3,2,13,6,7,13,6,7,9,4,5,1,0,1,0,0,0,0,0,0,0,0,0,8,8,2,5,0,0,0,0,1,6,6,0,1,5,0,1,4
463100233,2,463100234,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100234,1,,463100233,45,23,22,4,0,4,49,26,23,26,16,10,49,26,23,49,26,23,23,10,13,8,2,6,1,0,1,0,0,0,0,0,0,25,25,13,11,3,1,1,0,0,15,14,1,1,18,0,9,4
463100241,2,463100243,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100242,0,,,81,42,39,3,2,1,78,40,38,32,21,11,76,39,37,76,39,37,46,19,27,24,9,15,9,3,6,4,2,2,0,0,0,42,42,19,13,5,4,1,0,0,23,19,4,1,35,0,16,10
463100243,1,,463100241,92,48,44,0,0,0,97,51,46,42,25,17,97,51,46,97,51,46,55,26,29,19,9,10,8,2,6,0,0,0,1,0,1,27,25,6,17,3,2,0,0,0,22,21,1,0,25,0,6,8
463100251,0,,,10,4,6,0,0,0,10,4,6,6,3,3,10,4,6,10,4,6,4,1,3,2,0,2,1,0,1,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,3,0,0,4,0,2,0
463100302,2,463100311,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100311,1,,463100302;463100313,18,10,8,4,4,0,27,14,13,12,6,6,26,14,12,26,14,12,15,8,7,2,1,1,0,0,0,0,0,0,0,0,0,10,10,9,6,2,1,0,0,0,9,9,0,1,11,0,6,4
463100313,2,463100311,,5,4,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100331,0,,,20,11,9,0,0,0,20,11,9,7,4,3,20,11,9,20,11,9,13,7,6,7,4,3,3,2,1,0,0,0,0,0,0,10,10,3,4,3,0,0,0,0,7,6,1,0,9,0,3,3
463100332,1,,463100334,46,22,24,0,0,0,47,23,24,13,7,6,47,23,24,47,23,24,34,16,18,21,10,11,6,1,5,0,0,0,0,0,0,22,22,7,10,4,2,0,0,0,16,15,1,0,21,0,5,7
463100334,2,463100332,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100341,2,463100342,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100342,1,,463100341,67,31,36,14,6,8,55,26,29,30,17,13,53,25,28,52,24,28,25,9,16,14,5,9,8,2,6,0,0,0,0,0,0,32,32,14,9,5,3,2,0,0,19,18,1,2,19,0,9,4
463100344,0,,,130,60,70,22,16,6,108,44,64,59,26,33,102,43,59,101,43,58,49,18,31,34,10,24,15,4,11,3,1,2,1,0,1,57,57,19,23,5,4,3,2,1,38,38,0,3,33,0,13,14
463100351,0,,,121,53,68,8,6,2,113,47,66,44,24,20,113,47,66,113,47,66,69,23,46,49,13,36,32,9,23,5,1,4,1,1,0,45,44,12,18,9,5,0,0,0,32,30,2,3,33,1,10,7
463100352,0,,,34,15,19,3,2,1,31,13,18,15,7,8,30,13,17,29,12,17,16,6,10,9,3,6,4,1,3,0,0,0,0,0,0,15,15,4,6,3,1,1,0,0,11,9,2,0,12,0,4,2
463100353,0,,,12,5,7,1,1,0,11,4,7,6,2,4,11,4,7,11,4,7,5,2,3,3,1,2,2,1,1,0,0,0,0,0,0,7,7,2,5,0,0,0,0,0,5,5,0,0,4,0,2,2
463100404,2,463100502,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100423,2,463100514,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100432,0,,,40,20,20,7,4,3,33,16,17,20,10,10,33,16,17,33,16,17,13,6,7,7,3,4,2,1,1,0,0,0,0,0,0,18,18,5,8,2,2,1,0,0,12,11,1,2,10,0,4,4
463100433,0,,,9,5,4,0,0,0,9,5,4,4,3,1,9,5,4,9,5,4,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,5,5,2,2,1,0,0,0,0,3,3,0,0,4,0,1,1
463100434,1,,463100541,73,37,36,8,6,2,66,32,34,34,17,17,62,29,33,62,29,33,32,15,17,17,7,10,6,1,5,1,0,1,0,0,0,38,38,18,11,8,1,0,1,0,21,21,0,2,25,0,14,6
463100441,0,,,21,11,10,2,1,1,19,10,9,5,3,2,19,10,9,19,10,9,14,7,7,7,4,3,2,1,1,0,0,0,0,0,0,10,10,1,7,2,0,0,0,0,9,9,0,0,8,0,1,6
463100442,0,,,9,5,4,0,0,0,9,5,4,0,0,0,9,5,4,9,5,4,9,5,4,4,2,2,1,1,0,0,0,0,0,0,0,5,5,1,4,0,0,0,0,0,4,4,0,0,5,0,1,4
463100451,2,463100454,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100454,1,,463100451,7,4,3,0,0,0,11,5,6,7,4,3,11,5,6,11,5,6,4,1,3,4,1,3,2,0,2,0,0,0,0,0,0,4,4,3,1,2,0,0,0,0,3,2,1,0,3,0,1,1
463100501,2,463100503,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
463100502,1,,463100404,45,21,24,8,1,7,39,21,18,25,13,12,38,21,17,38,21,17,14,8,6,6,4,2,1,1,0,0,0,0,0,0,0,20,20,5,11,2,2,0,1,0,16,16,0,1,10,0,3,3
463100503,1,,463100501,196,94,102,41,20,21,156,75,81,121,61,60,153,73,80,150,72,78,35,14,21,10,3,7,2,0,2,0,0,0,0,0,0,79,79,18,34,11,10,5,1,1,62,58,4,14,25,1,7,10
463100504,0,,,29,11,18,6,2,4,23,9,14,12,6,6,23,9,14,23,9,14,11,3,8,3,0,3,1,0,1,0,0,0,1,1,0,15,15,7,6,0,1,0,1,0,8,8,0,2,8,0,5,3
463100511,0,,,17,8,9,0,0,0,17,8,9,7,3,4,17,8,9,17,8,9,10,5,5,3,1,2,1,0,1,1,0,1,0,0,0,9,9,4,3,1,1,0,0,0,5,5,0,0,7,0,3,1
463100512,0,,,14,5,9,0,0,0,14,5,9,8,2,6,14,5,9,14,5,9,6,3,3,6,3,3,3,2,1,0,0,0,0,0,0,8,8,4,3,0,1,0,0,0,4,4,0,0,3,0,0,2
463100514,1,,463100423;463100523,50,20,30,6,2,4,49,20,29,30,12,18,47,19,28,45,18,27,19,8,11,7,4,3,3,2,1,0,0,0,0,0,0,24,24,10,8,5,1,2,0,0,16,15,1,2,16,0,8,3
